fighter1,fighter2,odds1,odds2,winner,score,time,date,class
Guida C.,Oliveira C.,2.2,1.69,Oliveira C.,SUBM,22:30,09 Jun 2018,lightweight-ufc-men
Gillespie G.,Pichel V.,1.22,4.36,Gillespie G.,SUBM,04:00,02 Jun 2018,lightweight-ufc-men
Green D.,Tibau G.,1.31,3.54,Green D.,PTS,00:00,02 Jun 2018,lightweight-ufc-men
Puelles C.,Silva F.,3.5,1.32,Puelles C.,SUBM,22:00,19 May 2018,lightweight-ufc-men
Ramos D.,Hein N.,1.56,2.49,Ramos D.,SUBM,01:00,13 May 2018,lightweight-ufc-men
Barboza E.,Lee K.,2.28,1.63,Lee K.,TKO,02:00,22 Apr 2018,lightweight-ufc-men
Penn BJ,Hall R.,4.42,1.21,Hall R.,SUBM,01:00,30 Dec 2018,lightweight-ufc-men
Lee K.,Iaquinta A.,1.3,3.56,Iaquinta A.,PTS,02:30,16 Dec 2018,lightweight-ufc-men
Miller J.,Oliveira C.,3.39,1.32,Oliveira C.,SUBM,01:00,16 Dec 2018,lightweight-ufc-men
Green B.,Klose D.,3.01,1.38,Klose D.,PTS,23:30,15 Dec 2018,lightweight-ufc-men
Aubin-Mercier O.,Burns G.,1.75,2.09,Burns G.,PTS,02:00,09 Dec 2018,lightweight-ufc-men
Hirota M.,Giagos C.,,,PTS,PTS,01:30,02 Dec 2018,lightweight-ufc-men
Ismagulov D.,Gorgees A.,1.18,4.78,Ismagulov D.,PTS,00:00,02 Dec 2018,lightweight-ufc-men
Roberts R.,Horcher D.,1.31,3.47,Roberts R.,SUBM,00:30,01 Dec 2018,lightweight-ufc-men
Powell D.,Pinedo J.,2.75,1.47,Pinedo J.,PTS,00:30,18 Nov 2018,lightweight-ufc-men
Dariush B.,Moises T.,1.63,2.31,Dariush B.,PTS,04:00,11 Nov 2018,lightweight-ufc-men
Ramos D.,Gunther J.,1.1,7.17,Ramos D.,SUBM,01:30,11 Nov 2018,lightweight-ufc-men
Frevola M.,Vannata L.,3.09,1.39,Draw,Draw,23:45,03 Nov 2018,lightweight-ufc-men
Gouti T.,Haqparast N.,6.32,1.13,Haqparast N.,PTS,01:00,28 Oct 2018,lightweight-ufc-men
Edwards T.,Madge D.,1.22,4.42,Madge D.,KO,22:30,27 Oct 2018,lightweight-ufc-men
Nurmagomedov K.,McGregor C.,1.53,2.66,Nurmagomedov K.,SUBM,04:30,07 Oct 2018,lightweight-ufc-men
Holtzman S.,Patrick A.,3.39,1.33,Holtzman S.,KO,00:00,07 Oct 2018,lightweight-ufc-men
Maynard G.,Lentz N.,2.88,1.43,Lentz N.,TKO,23:00,06 Oct 2018,lightweight-ufc-men
Oliveira C.,Giagos C.,1.23,4.27,Oliveira C.,SUBM,02:00,23 Sep 2018,lightweight-ufc-men
Khabilov R.,Johnson K.,1.14,6.19,Khabilov R.,PTS,16:30,15 Sep 2018,lightweight-ufc-men
Miller J.,White A.,2.47,1.58,Miller J.,SUBM,23:30,08 Sep 2018,lightweight-ufc-men
Gaethje J.,Vick J.,2.24,1.69,Gaethje J.,KO,04:30,26 Aug 2018,lightweight-ufc-men
Dober D.,Tuck J.,1.43,2.95,Dober D.,PTS,23:00,25 Aug 2018,lightweight-ufc-men
Alvarez E.,Poirier D.,2.45,1.57,Poirier D.,TKO,01:30,29 Jul 2018,lightweight-ufc-men
Johnson K.,Makhachev I.,5.32,1.17,Makhachev I.,SUBM,22:30,28 Jul 2018,lightweight-ufc-men
Powell D.,Herrera A.,1.9,1.92,Powell D.,TKO,20:00,28 Jul 2018,lightweight-ufc-men
Haqparast N.,Diakiese M.,2.45,1.57,Haqparast N.,PTS,18:35,22 Jul 2018,lightweight-ufc-men
Chiesa M.,Pettis A.,1.57,2.5,Pettis A.,SUBM,02:30,08 Jul 2018,lightweight-ufc-men
Hooker D.,Burns G.,1.86,1.99,Hooker D.,KO,23:30,07 Jul 2018,lightweight-ufc-men
Pena L.,Smullen R.,1.26,4.1,Pena L.,SUBM,00:30,07 Jul 2018,lightweight-ufc-men
Guida C.,Oliveira C.,2.2,1.69,Oliveira C.,SUBM,22:30,09 Jun 2018,lightweight-ufc-men
Gillespie G.,Pichel V.,1.22,4.36,Gillespie G.,SUBM,04:00,02 Jun 2018,lightweight-ufc-men
Green D.,Tibau G.,1.31,3.54,Green D.,PTS,00:00,02 Jun 2018,lightweight-ufc-men
Puelles C.,Silva F.,3.5,1.32,Puelles C.,SUBM,22:00,19 May 2018,lightweight-ufc-men
Ramos D.,Hein N.,1.56,2.49,Ramos D.,SUBM,01:00,13 May 2018,lightweight-ufc-men
Barboza E.,Lee K.,2.28,1.63,Lee K.,TKO,02:00,22 Apr 2018,lightweight-ufc-men
Morales O.,Ma Dong Hyun,1.46,2.71,Morales O.,PTS,08:30,21 Dec 2019,lightweight-ufc-men
Solecki J.,Wiman M.,1.27,3.77,Solecki J.,PTS,23:30,07 Dec 2019,lightweight-ufc-men
Oliveira C.,Gordon J.,1.24,4.02,Oliveira C.,KO,02:00,17 Nov 2019,lightweight-ufc-men
Trinaldo F.,Green B.,1.73,2.11,Trinaldo F.,PTS,23:30,16 Nov 2019,lightweight-ufc-men
Khabilov R.,Khandozhko S.,1.41,2.92,Khabilov R.,PTS,18:00,09 Nov 2019,lightweight-ufc-men
Yakovlev A.,Roberts R.,2.07,1.76,Roberts R.,PTS,16:30,09 Nov 2019,lightweight-ufc-men
Lee K.,Gillespie G.,2.36,1.6,Lee K.,KO,02:00,03 Nov 2019,lightweight-ufc-men
Johnson M.,Ray S.,1.38,3.14,Ray S.,PTS,14:00,26 Oct 2019,lightweight-ufc-men
Fiziev R.,White A.,1.52,2.57,Fiziev R.,PTS,11:30,26 Oct 2019,lightweight-ufc-men
Lauzon J.,Pearce J.,2.51,1.55,Lauzon J.,TKO,02:30,19 Oct 2019,lightweight-ufc-men
Pena L.,Frevola M.,1.58,2.48,Frevola M.,PTS,01:30,13 Oct 2019,lightweight-ufc-men
Gifford T.,Davis M.,3.32,1.34,Davis M.,KO,21:00,12 Oct 2019,lightweight-ufc-men
Iaquinta A.,Hooker D.,2.16,1.72,Hooker D.,PTS,03:00,06 Oct 2019,lightweight-ufc-men
Mullarkey J.,Riddell B.,2.39,1.59,Riddell B.,PTS,23:15,05 Oct 2019,lightweight-ufc-men
O. Madsen M.,Belluardo D.,1.14,5.75,O. Madsen M.,TKO,20:00,28 Sep 2019,lightweight-ufc-men
Puelles C.,Mariano M.,1.3,3.54,Puelles C.,PTS,21:00,21 Sep 2019,lightweight-ufc-men
Cerrone D.,Gaethje J.,2.52,1.55,Gaethje J.,TKO,02:30,15 Sep 2019,lightweight-ufc-men
Prepolec K.,Hubbard A.,2.11,1.74,Hubbard A.,PTS,21:00,14 Sep 2019,lightweight-ufc-men
Madge D.,Mustafaev M.,,,canc.,canc.,02:00,08 Sep 2019,lightweight-ufc-men
Nurmagomedov K.,Poirier D.,1.23,4.38,Nurmagomedov K.,SUBM,20:00,07 Sep 2019,lightweight-ufc-men
Makhachev I.,Ramos D.,1.26,3.99,Makhachev I.,PTS,19:00,07 Sep 2019,lightweight-ufc-men
Azaitar O.,Packalen T.,1.48,2.66,Azaitar O.,KO,16:00,07 Sep 2019,lightweight-ufc-men
Ismagulov D.,Moises T.,1.46,2.75,Ismagulov D.,PTS,08:00,31 Aug 2019,lightweight-ufc-men
Makdessi J.,Smith D.,,,canc.,canc.,02:00,18 Aug 2019,lightweight-ufc-men
Smith D.,Worthy K.,1.1,7.04,Worthy K.,TKO,01:30,18 Aug 2019,lightweight-ufc-men
Vargas R.,Silva A.,3.42,1.32,Silva A.,PTS,21:30,10 Aug 2019,lightweight-ufc-men
Miller J.,Guida C.,1.64,2.3,Miller J.,SUBM,21:00,03 Aug 2019,lightweight-ufc-men
Holtzman S.,Kim D. H.,1.23,4.19,Holtzman S.,TKO,19:30,03 Aug 2019,lightweight-ufc-men
Aubin-Mercier O.,Tsarukyan A.,2.41,1.59,Tsarukyan A.,PTS,02:30,28 Jul 2019,lightweight-ufc-men
Vick J.,Hooker D.,2.17,1.72,Hooker D.,KO,02:00,21 Jul 2019,lightweight-ufc-men
Dariush B.,Klose D.,,,canc.,canc.,21:00,13 Jul 2019,lightweight-ufc-men
Roberts R.,Pichel V.,1.37,3.16,Pichel V.,PTS,02:00,30 Jun 2019,lightweight-ufc-men
Gordon J.,Moret D.,1.29,3.67,Gordon J.,PTS,23:30,29 Jun 2019,lightweight-ufc-men
Wiman M.,Pena L.,3.87,1.26,Pena L.,TKO,21:30,22 Jun 2019,lightweight-ufc-men
Ferguson T.,Cerrone D.,1.49,2.71,Ferguson T.,TKO,03:00,09 Jun 2019,lightweight-ufc-men
Giagos C.,Hadzovic D.,2.4,1.58,Giagos C.,PTS,17:30,01 Jun 2019,lightweight-ufc-men
Morales O.,Ma Dong Hyun,1.46,2.71,Morales O.,PTS,08:30,21 Dec 2019,lightweight-ufc-men
Solecki J.,Wiman M.,1.27,3.77,Solecki J.,PTS,23:30,07 Dec 2019,lightweight-ufc-men
Oliveira C.,Gordon J.,1.24,4.02,Oliveira C.,KO,02:00,17 Nov 2019,lightweight-ufc-men
Trinaldo F.,Green B.,1.73,2.11,Trinaldo F.,PTS,23:30,16 Nov 2019,lightweight-ufc-men
Khabilov R.,Khandozhko S.,1.41,2.92,Khabilov R.,PTS,18:00,09 Nov 2019,lightweight-ufc-men
Yakovlev A.,Roberts R.,2.07,1.76,Roberts R.,PTS,16:30,09 Nov 2019,lightweight-ufc-men
Lee K.,Gillespie G.,2.36,1.6,Lee K.,KO,02:00,03 Nov 2019,lightweight-ufc-men
Johnson M.,Ray S.,1.38,3.14,Ray S.,PTS,14:00,26 Oct 2019,lightweight-ufc-men
Fiziev R.,White A.,1.52,2.57,Fiziev R.,PTS,11:30,26 Oct 2019,lightweight-ufc-men
Lauzon J.,Pearce J.,2.51,1.55,Lauzon J.,TKO,02:30,19 Oct 2019,lightweight-ufc-men
Pena L.,Frevola M.,1.58,2.48,Frevola M.,PTS,01:30,13 Oct 2019,lightweight-ufc-men
Gifford T.,Davis M.,3.32,1.34,Davis M.,KO,21:00,12 Oct 2019,lightweight-ufc-men
Iaquinta A.,Hooker D.,2.16,1.72,Hooker D.,PTS,03:00,06 Oct 2019,lightweight-ufc-men
Mullarkey J.,Riddell B.,2.39,1.59,Riddell B.,PTS,23:15,05 Oct 2019,lightweight-ufc-men
O. Madsen M.,Belluardo D.,1.14,5.75,O. Madsen M.,TKO,20:00,28 Sep 2019,lightweight-ufc-men
Puelles C.,Mariano M.,1.3,3.54,Puelles C.,PTS,21:00,21 Sep 2019,lightweight-ufc-men
Cerrone D.,Gaethje J.,2.52,1.55,Gaethje J.,TKO,02:30,15 Sep 2019,lightweight-ufc-men
Prepolec K.,Hubbard A.,2.11,1.74,Hubbard A.,PTS,21:00,14 Sep 2019,lightweight-ufc-men
Madge D.,Mustafaev M.,,,canc.,canc.,02:00,08 Sep 2019,lightweight-ufc-men
Nurmagomedov K.,Poirier D.,1.23,4.38,Nurmagomedov K.,SUBM,20:00,07 Sep 2019,lightweight-ufc-men
Makhachev I.,Ramos D.,1.26,3.99,Makhachev I.,PTS,19:00,07 Sep 2019,lightweight-ufc-men
Azaitar O.,Packalen T.,1.48,2.66,Azaitar O.,KO,16:00,07 Sep 2019,lightweight-ufc-men
Ismagulov D.,Moises T.,1.46,2.75,Ismagulov D.,PTS,08:00,31 Aug 2019,lightweight-ufc-men
Makdessi J.,Smith D.,,,canc.,canc.,02:00,18 Aug 2019,lightweight-ufc-men
Smith D.,Worthy K.,1.1,7.04,Worthy K.,TKO,01:30,18 Aug 2019,lightweight-ufc-men
Vargas R.,Silva A.,3.42,1.32,Silva A.,PTS,21:30,10 Aug 2019,lightweight-ufc-men
Miller J.,Guida C.,1.64,2.3,Miller J.,SUBM,21:00,03 Aug 2019,lightweight-ufc-men
Holtzman S.,Kim D. H.,1.23,4.19,Holtzman S.,TKO,19:30,03 Aug 2019,lightweight-ufc-men
Aubin-Mercier O.,Tsarukyan A.,2.41,1.59,Tsarukyan A.,PTS,02:30,28 Jul 2019,lightweight-ufc-men
Vick J.,Hooker D.,2.17,1.72,Hooker D.,KO,02:00,21 Jul 2019,lightweight-ufc-men
Dariush B.,Klose D.,,,canc.,canc.,21:00,13 Jul 2019,lightweight-ufc-men
Roberts R.,Pichel V.,1.37,3.16,Pichel V.,PTS,02:00,30 Jun 2019,lightweight-ufc-men
Gordon J.,Moret D.,1.29,3.67,Gordon J.,PTS,23:30,29 Jun 2019,lightweight-ufc-men
Wiman M.,Pena L.,3.87,1.26,Pena L.,TKO,21:30,22 Jun 2019,lightweight-ufc-men
Ferguson T.,Cerrone D.,1.49,2.71,Ferguson T.,TKO,03:00,09 Jun 2019,lightweight-ufc-men
Giagos C.,Hadzovic D.,2.4,1.58,Giagos C.,PTS,17:30,01 Jun 2019,lightweight-ufc-men
Worthy K.,Azaitar O.,1.87,1.93,Azaitar O.,TKO,02:00,13 Sep 2020,lightweight-ufc-men
Patrick A.,Vargas R.,,,canc.,canc.,00:00,13 Sep 2020,lightweight-ufc-men
Roberts R.,Croom K.,1.2,4.57,Croom K.,SUBM,22:30,12 Sep 2020,lightweight-ufc-men
Weaver B.,Turner J.,3.98,1.25,Turner J.,SUBM,22:00,12 Sep 2020,lightweight-ufc-men
Moises T.,Turner J.,1.59,2.33,canc.,canc.,00:00,06 Sep 2020,lightweight-ufc-men
Hubbard A.,Solecki J.,1.85,1.95,Solecki J.,SUBM,23:30,22 Aug 2020,lightweight-ufc-men
Miller J.,Pichel V.,2.05,1.78,Pichel V.,PTS,01:30,16 Aug 2020,lightweight-ufc-men
Dariush B.,Holtzman S.,1.47,2.73,Dariush B.,KO,01:00,09 Aug 2020,lightweight-ufc-men
Haqparast N.,Munoz A.,1.39,2.95,Haqparast N.,PTS,23:30,08 Aug 2020,lightweight-ufc-men
Green B.,Vannata L.,2.24,1.65,Green B.,PTS,01:30,02 Aug 2020,lightweight-ufc-men
Trinaldo F.,Herbert J.,1.96,1.84,Trinaldo F.,TKO,23:30,25 Jul 2020,lightweight-ufc-men
Diakiese M.,Fiziev R.,1.57,2.42,Fiziev R.,PTS,01:00,19 Jul 2020,lightweight-ufc-men
Alvarez J.,Duffy J.,3.35,1.33,Alvarez J.,SUBM,22:30,18 Jul 2020,lightweight-ufc-men
Santos L.,Bogatov R.,1.54,2.5,Santos L.,PTS,00:00,12 Jul 2020,lightweight-ufc-men
Poirier D.,Hooker D.,1.41,2.93,Poirier D.,PTS,02:30,28 Jun 2020,lightweight-ufc-men
Pena L.,Worthy K.,1.39,2.99,Worthy K.,SUBM,23:30,27 Jun 2020,lightweight-ufc-men
Roberts R.,Miller J.,1.39,3.01,Miller J.,SUBM,00:00,21 Jun 2020,lightweight-ufc-men
Guida C.,Green B.,3.18,1.36,Green B.,PTS,23:30,20 Jun 2020,lightweight-ufc-men
Camacho F.,Jaynes J.,1.3,3.53,Jaynes J.,TKO,21:30,20 Jun 2020,lightweight-ufc-men
Hubbard A.,Solecki J.,,,canc.,canc.,21:00,20 Jun 2020,lightweight-ufc-men
Rosa C.,Aguilar K.,2.52,1.54,Rosa C.,PTS,02:00,14 Jun 2020,lightweight-ufc-men
Dunham E.,Burns H.,2.91,1.42,Burns H.,SUBM,22:00,06 Jun 2020,lightweight-ufc-men
Roberts R.,Weaver B.,1.28,3.75,Roberts R.,SUBM,01:30,31 May 2020,lightweight-ufc-men
Poirier D.,Hooker D.,,,canc.,canc.,21:00,16 May 2020,lightweight-ufc-men
Dober D.,Hernandez A.,1.71,2.19,Dober D.,TKO,02:00,14 May 2020,lightweight-ufc-men
Benitez G.,Morales O.,2.41,1.58,Morales O.,PTS,23:00,13 May 2020,lightweight-ufc-men
Ferguson T.,Gaethje J.,1.43,2.92,Gaethje J.,TKO,04:00,10 May 2020,lightweight-ufc-men
Ferreira C. D.,Dober D.,,,canc.,canc.,21:00,02 May 2020,lightweight-ufc-men
Frevola M.,Roberts R.,,,canc.,canc.,21:00,25 Apr 2020,lightweight-ufc-men
Johnson M.,Dunham E.,,,canc.,canc.,21:00,25 Apr 2020,lightweight-ufc-men
Ferguson T.,Gaethje J.,,,canc.,canc.,02:00,19 Apr 2020,lightweight-ufc-men
Johnson M.,Worthy K.,,,canc.,canc.,02:00,19 Apr 2020,lightweight-ufc-men
Nurmagomedov K.,Ferguson T.,1.32,3.45,canc.,canc.,02:00,19 Apr 2020,lightweight-ufc-men
Ramos D.,Tsarukyan A.,,,postp.,postp.,21:00,11 Apr 2020,lightweight-ufc-men
Diakiese M.,Herbert J.,,,postp.,postp.,18:00,21 Mar 2020,lightweight-ufc-men
Lee K.,Oliveira C.,1.7,2.19,Oliveira C.,SUBM,00:05,15 Mar 2020,lightweight-ufc-men
Worthy K.,Azaitar O.,1.87,1.93,Azaitar O.,TKO,02:00,13 Sep 2020,lightweight-ufc-men
Patrick A.,Vargas R.,,,canc.,canc.,00:00,13 Sep 2020,lightweight-ufc-men
Roberts R.,Croom K.,1.2,4.57,Croom K.,SUBM,22:30,12 Sep 2020,lightweight-ufc-men
Weaver B.,Turner J.,3.98,1.25,Turner J.,SUBM,22:00,12 Sep 2020,lightweight-ufc-men
Moises T.,Turner J.,1.59,2.33,canc.,canc.,00:00,06 Sep 2020,lightweight-ufc-men
Hubbard A.,Solecki J.,1.85,1.95,Solecki J.,SUBM,23:30,22 Aug 2020,lightweight-ufc-men
Miller J.,Pichel V.,2.05,1.78,Pichel V.,PTS,01:30,16 Aug 2020,lightweight-ufc-men
Dariush B.,Holtzman S.,1.47,2.73,Dariush B.,KO,01:00,09 Aug 2020,lightweight-ufc-men
Haqparast N.,Munoz A.,1.39,2.95,Haqparast N.,PTS,23:30,08 Aug 2020,lightweight-ufc-men
Green B.,Vannata L.,2.24,1.65,Green B.,PTS,01:30,02 Aug 2020,lightweight-ufc-men
Trinaldo F.,Herbert J.,1.96,1.84,Trinaldo F.,TKO,23:30,25 Jul 2020,lightweight-ufc-men
Diakiese M.,Fiziev R.,1.57,2.42,Fiziev R.,PTS,01:00,19 Jul 2020,lightweight-ufc-men
Alvarez J.,Duffy J.,3.35,1.33,Alvarez J.,SUBM,22:30,18 Jul 2020,lightweight-ufc-men
Santos L.,Bogatov R.,1.54,2.5,Santos L.,PTS,00:00,12 Jul 2020,lightweight-ufc-men
Poirier D.,Hooker D.,1.41,2.93,Poirier D.,PTS,02:30,28 Jun 2020,lightweight-ufc-men
Pena L.,Worthy K.,1.39,2.99,Worthy K.,SUBM,23:30,27 Jun 2020,lightweight-ufc-men
Roberts R.,Miller J.,1.39,3.01,Miller J.,SUBM,00:00,21 Jun 2020,lightweight-ufc-men
Guida C.,Green B.,3.18,1.36,Green B.,PTS,23:30,20 Jun 2020,lightweight-ufc-men
Camacho F.,Jaynes J.,1.3,3.53,Jaynes J.,TKO,21:30,20 Jun 2020,lightweight-ufc-men
Hubbard A.,Solecki J.,,,canc.,canc.,21:00,20 Jun 2020,lightweight-ufc-men
Rosa C.,Aguilar K.,2.52,1.54,Rosa C.,PTS,02:00,14 Jun 2020,lightweight-ufc-men
Dunham E.,Burns H.,2.91,1.42,Burns H.,SUBM,22:00,06 Jun 2020,lightweight-ufc-men
Roberts R.,Weaver B.,1.28,3.75,Roberts R.,SUBM,01:30,31 May 2020,lightweight-ufc-men
Poirier D.,Hooker D.,,,canc.,canc.,21:00,16 May 2020,lightweight-ufc-men
Dober D.,Hernandez A.,1.71,2.19,Dober D.,TKO,02:00,14 May 2020,lightweight-ufc-men
Benitez G.,Morales O.,2.41,1.58,Morales O.,PTS,23:00,13 May 2020,lightweight-ufc-men
Ferguson T.,Gaethje J.,1.43,2.92,Gaethje J.,TKO,04:00,10 May 2020,lightweight-ufc-men
Ferreira C. D.,Dober D.,,,canc.,canc.,21:00,02 May 2020,lightweight-ufc-men
Frevola M.,Roberts R.,,,canc.,canc.,21:00,25 Apr 2020,lightweight-ufc-men
Johnson M.,Dunham E.,,,canc.,canc.,21:00,25 Apr 2020,lightweight-ufc-men
Ferguson T.,Gaethje J.,,,canc.,canc.,02:00,19 Apr 2020,lightweight-ufc-men
Johnson M.,Worthy K.,,,canc.,canc.,02:00,19 Apr 2020,lightweight-ufc-men
Nurmagomedov K.,Ferguson T.,1.32,3.45,canc.,canc.,02:00,19 Apr 2020,lightweight-ufc-men
Ramos D.,Tsarukyan A.,,,postp.,postp.,21:00,11 Apr 2020,lightweight-ufc-men
Diakiese M.,Herbert J.,,,postp.,postp.,18:00,21 Mar 2020,lightweight-ufc-men
Lee K.,Oliveira C.,1.7,2.19,Oliveira C.,SUBM,00:05,15 Mar 2020,lightweight-ufc-men
Dollaway CB,Marquardt N.,1.24,4.15,Marquardt N.,KO,22:00,19 Dec 2015,middleweight-ufc-men
Souza R.,Romero Y.,1.68,2.19,Romero Y.,PTS,03:00,13 Dec 2015,middleweight-ufc-men
Alves W.,Covington C.,1.98,1.82,Alves W.,SUBM,01:00,13 Dec 2015,middleweight-ufc-men
Theodorou E.,Santos T.,1.43,2.87,Santos T.,PTS,03:00,11 Dec 2015,middleweight-ufc-men
Carlos Junior A.,Casey K.,1.31,3.45,Draw,Draw,23:45,10 Dec 2015,middleweight-ufc-men
Yang D.,Collier J.,2.06,1.76,Yang D.,TKO,10:00,28 Nov 2015,middleweight-ufc-men
Urbina H.,Fabinski B.,2.78,1.43,Fabinski B.,PTS,01:00,22 Nov 2015,middleweight-ufc-men
Hall U.,Whittaker R.,1.6,2.34,Whittaker R.,PTS,03:00,15 Nov 2015,middleweight-ufc-men
Kelly D.,Montgomery S.,3.07,1.37,Kelly D.,PTS,23:15,14 Nov 2015,middleweight-ufc-men
Belfort V.,Henderson D.,1.3,3.51,Belfort V.,KO,03:00,08 Nov 2015,middleweight-ufc-men
Askham S.,Jotko K.,1.68,2.14,Jotko K.,PTS,17:00,24 Oct 2015,middleweight-ufc-men
Mousasi G.,Hall U.,1.18,4.65,Hall U.,TKO,02:00,27 Sep 2015,middleweight-ufc-men
Riggs J.,Stallings R.,2.75,1.45,Riggs J.,TKO,23:00,05 Sep 2015,middleweight-ufc-men
Brunson D.,Alvey S.,1.23,4.16,Brunson D.,KO,02:00,09 Aug 2015,middleweight-ufc-men
Hall U.,Bamgbose O.,1.25,4.0,Hall U.,KO,02:00,09 Aug 2015,middleweight-ufc-men
Miranda V.,Hester C.,2.19,1.66,Miranda V.,TKO,23:00,01 Aug 2015,middleweight-ufc-men
Carlos Junior A.,Vettori M.,1.76,2.06,Carlos Junior A.,PTS,01:00,31 Dec 2016,middleweight-ufc-men
Kennedy T.,Gastelum K.,1.74,2.1,Gastelum K.,TKO,03:00,11 Dec 2016,middleweight-ufc-men
Berish K.,Janes R.,2.71,1.46,Janes R.,PTS,22:30,09 Dec 2016,middleweight-ufc-men
Sanchez A.,Smith T.,1.49,2.6,Sanchez A.,PTS,22:30,09 Dec 2016,middleweight-ufc-men
Mutapcic E.,Smith A.,1.99,1.84,Smith A.,TKO,00:00,04 Dec 2016,middleweight-ufc-men
Brunson D.,Whittaker R.,1.9,1.91,Whittaker R.,TKO,03:00,27 Nov 2016,middleweight-ufc-men
Ferreira C.,Hermansson J.,2.14,1.7,Ferreira C.,SUBM,02:00,20 Nov 2016,middleweight-ufc-men
Mousasi G.,Hall U.,1.17,5.05,Mousasi G.,TKO,21:00,19 Nov 2016,middleweight-ufc-men
Weidman C.,Romero Y.,1.45,2.82,Romero Y.,KO,03:55,13 Nov 2016,middleweight-ufc-men
Alvey S.,Nicholson A.,1.49,2.61,Alvey S.,PTS,22:30,05 Nov 2016,middleweight-ufc-men
Belfort V.,Mousasi G.,3.51,1.31,Mousasi G.,TKO,02:00,09 Oct 2016,middleweight-ufc-men
Marquardt N.,McCrory T.,2.18,1.7,Marquardt N.,KO,23:15,01 Oct 2016,middleweight-ufc-men
Santos T.,Spicely E.,1.15,5.71,Spicely E.,SUBM,02:00,25 Sep 2016,middleweight-ufc-men
Hall U.,Brunson D.,2.62,1.5,Brunson D.,TKO,02:00,18 Sep 2016,middleweight-ufc-men
Dollaway CB,Barroso F.,,,canc.,canc.,00:00,11 Sep 2016,middleweight-ufc-men
Askham S.,Hermansson J.,1.92,1.88,Hermansson J.,PTS,15:45,03 Sep 2016,middleweight-ufc-men
Alvey S.,Casey K.,1.41,2.9,Alvey S.,TKO,22:00,27 Aug 2016,middleweight-ufc-men
Janes R.,Hunter A.,,,canc.,canc.,21:00,27 Aug 2016,middleweight-ufc-men
Uda A.,Vettori M.,2.37,1.59,Vettori M.,SUBM,22:30,20 Aug 2016,middleweight-ufc-men
Leites T.,Camozzi Ch.,1.54,2.51,Leites T.,SUBM,02:00,07 Aug 2016,middleweight-ufc-men
Boetsch T.,Samman J.,2.91,1.41,Boetsch T.,TKO,01:00,14 Jul 2016,middleweight-ufc-men
Alvey S.,Spicely E.,1.35,3.23,Alvey S.,SUBM,23:00,13 Jul 2016,middleweight-ufc-men
Mousasi G.,Santos T.,1.38,3.07,Mousasi G.,KO,22:30,09 Jul 2016,middleweight-ufc-men
McCrory T.,Jotko K.,1.56,2.44,Jotko K.,KO,00:30,19 Jun 2016,middleweight-ufc-men
Theodorou E.,Alvey S.,1.4,2.98,Theodorou E.,PTS,22:45,18 Jun 2016,middleweight-ufc-men
Rockhold L.,Bisping M.,1.15,5.89,Bisping M.,KO,04:00,05 Jun 2016,middleweight-ufc-men
Casey K.,Mutapcic E.,2.19,1.68,Draw,Draw,22:45,04 Jun 2016,middleweight-ufc-men
Camozzi Ch.,Miranda V.,2.11,1.72,Camozzi Ch.,PTS,01:00,30 May 2016,middleweight-ufc-men
Collier J.,Uda A.,2.0,1.8,Collier J.,KO,23:00,29 May 2016,middleweight-ufc-men
Souza R.,Belfort V.,1.33,3.47,Souza R.,KO,03:30,15 May 2016,middleweight-ufc-men
Marquardt N.,Santos T.,3.76,1.29,Santos T.,KO,01:00,15 May 2016,middleweight-ufc-men
Cedenblad M.,McLellan G.,1.32,3.34,Cedenblad M.,TKO,16:00,08 May 2016,middleweight-ufc-men
Whittaker R.,Natal R.,1.3,3.53,Whittaker R.,PTS,02:00,24 Apr 2016,middleweight-ufc-men
Ferreira C.,Bamgbose O.,2.57,1.5,Ferreira C.,PTS,20:00,16 Apr 2016,middleweight-ufc-men
Di Chirico A.,Velickovic B.,2.53,1.52,Velickovic B.,PTS,14:30,10 Apr 2016,middleweight-ufc-men
Te-Huna J.,Bosse S.,1.39,2.99,Bosse S.,KO,02:00,20 Mar 2016,middleweight-ufc-men
Miranda V.,Guimaraes M.,1.31,3.52,Miranda V.,TKO,01:00,06 Mar 2016,middleweight-ufc-men
Carlos Junior A.,Vettori M.,1.76,2.06,Carlos Junior A.,PTS,01:00,31 Dec 2016,middleweight-ufc-men
Kennedy T.,Gastelum K.,1.74,2.1,Gastelum K.,TKO,03:00,11 Dec 2016,middleweight-ufc-men
Berish K.,Janes R.,2.71,1.46,Janes R.,PTS,22:30,09 Dec 2016,middleweight-ufc-men
Sanchez A.,Smith T.,1.49,2.6,Sanchez A.,PTS,22:30,09 Dec 2016,middleweight-ufc-men
Mutapcic E.,Smith A.,1.99,1.84,Smith A.,TKO,00:00,04 Dec 2016,middleweight-ufc-men
Brunson D.,Whittaker R.,1.9,1.91,Whittaker R.,TKO,03:00,27 Nov 2016,middleweight-ufc-men
Ferreira C.,Hermansson J.,2.14,1.7,Ferreira C.,SUBM,02:00,20 Nov 2016,middleweight-ufc-men
Mousasi G.,Hall U.,1.17,5.05,Mousasi G.,TKO,21:00,19 Nov 2016,middleweight-ufc-men
Weidman C.,Romero Y.,1.45,2.82,Romero Y.,KO,03:55,13 Nov 2016,middleweight-ufc-men
